# Filename: ILATM2_20171125_202918_smooth_nadir3seg_50pt.csv
# Input filename: ILATMW1B_20171125_202918.atm6AT6.qi
# Number of segments: 3
# Nadir block width: 80.0m
# Output interval: 0.25sec
# Smoothing interval: 0.5sec
# Trajectory file used: 171125_aa_l12_cfm_itrf14_08jan18_sawh_roth_amu2
# International Terrestrial Reference Frame: ITRF14
#
# UTC_Seconds_Of_Day, Latitude(deg), Longitude(deg), WGS84_Ellipsoid_Height(m), South-to-North_Slope, West-to-East_Slope, RMS_Fit(cm), Number_Of_ATM_Measurments_Used, Number_Of_ATM_Measurements_Removed, Distance_Of_Block_To_The_Right_Of_Aircraft(m), Track_Identifier
73715.75, -72.901973, 269.025189, 622.1926, -0.0056474, -0.0301614, 3.23, 111, 0, 0, 0
73716.00, -72.903958, 269.034403, 612.0394, -0.0056287, -0.0468963, 17.19, 1635, 3, 372, 1
73716.00, -72.901966, 269.026651, 620.6601, -0.0037700, -0.0304918, 8.40, 417, 11, 35, 2
73716.00, -72.899974, 269.018900, 626.2760, -0.0026311, -0.0167598, 25.08, 1297, 0, -301, 3
73716.00, -72.901756, 269.025834, 621.4456, -0.0037936, -0.0300412, 2.88, 102, 0, 0, 0
73716.25, -72.903750, 269.035083, 610.9366, -0.0055733, -0.0478159, 17.16, 1659, 0, 374, 1
73716.25, -72.901755, 269.027320, 619.8826, -0.0027195, -0.0312207, 10.76, 428, 3, 37, 2
73716.25, -72.899760, 269.019558, 625.7708, -0.0030896, -0.0177327, 23.51, 1270, 0, -301, 3
73716.25, -72.901539, 269.026479, 620.7434, -0.0016543, -0.0293865, 2.99, 96, 0, 0, 0
73716.50, -72.903540, 269.035759, 609.8290, -0.0052045, -0.0486798, 18.40, 1657, 0, 375, 1
73716.50, -72.901543, 269.027987, 619.1669, -0.0006093, -0.0309344, 12.90, 446, 2, 37, 2
73716.50, -72.899547, 269.020215, 625.2593, -0.0036728, -0.0185590, 22.86, 1316, 0, -300, 3
73716.50, -72.901322, 269.027125, 620.1132, 0.0004782, -0.0286332, 2.78, 85, 0, 0, 0
73716.75, -72.903329, 269.036426, 608.7567, -0.0042174, -0.0493060, 19.09, 1591, 3, 376, 1
73716.75, -72.901330, 269.028649, 618.4937, 0.0004690, -0.0313184, 14.45, 488, 2, 38, 2
73716.75, -72.899331, 269.020871, 624.7341, -0.0042579, -0.0192058, 23.00, 1329, 0, -300, 3
73716.75, -72.901104, 269.027771, 619.5219, 0.0013583, -0.0294331, 2.97, 96, 0, 0, 0
73717.00, -72.903115, 269.037086, 607.7095, -0.0029689, -0.0496706, 19.93, 1513, 3, 376, 1
73717.00, -72.901114, 269.029298, 617.8558, 0.0018289, -0.0311799, 15.94, 524, 0, 38, 2
73717.00, -72.899112, 269.021511, 624.1822, -0.0049918, -0.0199237, 22.68, 1319, 0, -300, 3
73717.00, -72.900887, 269.028417, 618.9381, 0.0021708, -0.0296708, 2.55, 117, 0, 0, 0
73717.25, -72.902900, 269.037742, 606.7203, -0.0002631, -0.0487744, 20.03, 1386, 2, 377, 1
73717.25, -72.900896, 269.029944, 617.2510, 0.0024305, -0.0314189, 16.42, 525, 0, 38, 2
73717.25, -72.898892, 269.022146, 623.6206, -0.0052959, -0.0201182, 22.20, 1326, 0, -300, 3
73717.25, -72.900670, 269.029064, 618.3568, 0.0022154, -0.0300577, 2.16, 123, 0, 0, 0
73717.50, -72.902685, 269.038393, 605.8138, 0.0026539, -0.0475692, 19.09, 1311, 0, 377, 1
73717.50, -72.900678, 269.030587, 616.6581, 0.0027817, -0.0314388, 17.39, 504, 0, 38, 2
73717.50, -72.898670, 269.022781, 623.0581, -0.0060367, -0.0203644, 21.23, 1300, 0, -301, 3
73717.50, -72.900452, 269.029710, 617.7795, 0.0023171, -0.0298331, 3.08, 123, 0, 0, 0
73717.75, -72.902470, 269.039046, 605.0006, 0.0060308, -0.0456975, 18.99, 1326, 0, 378, 1
73717.75, -72.900460, 269.031233, 616.0620, 0.0027842, -0.0317908, 18.46, 500, 0, 38, 2
73717.75, -72.898450, 269.023419, 622.4771, -0.0070479, -0.0208029, 21.50, 1247, 0, -301, 3
73717.75, -72.900235, 269.030358, 617.2041, 0.0017430, -0.0299545, 3.81, 125, 0, 0, 0
73718.00, -72.902255, 269.039696, 604.3023, 0.0083042, -0.0447824, 18.17, 1411, 13, 378, 1
73718.00, -72.900241, 269.031874, 615.4643, 0.0028197, -0.0320265, 18.84, 529, 0, 38, 2
73718.00, -72.898228, 269.024052, 621.8660, -0.0074545, -0.0208999, 21.81, 1230, 0, -302, 3
73718.00, -72.900017, 269.031004, 616.6163, 0.0017218, -0.0303943, 3.39, 124, 1, 0, 0
73718.25, -72.902038, 269.040349, 603.6160, 0.0100918, -0.0435232, 19.03, 1521, 5, 378, 1
73718.25, -72.900022, 269.032518, 614.8456, 0.0021379, -0.0326802, 19.24, 517, 0, 38, 2
73718.25, -72.898007, 269.024688, 621.2275, -0.0083239, -0.0215221, 22.40, 1264, 0, -303, 3
73718.25, -72.899800, 269.031653, 616.0036, 0.0015292, -0.0310040, 3.02, 114, 1, 0, 0
73718.50, -72.901819, 269.041000, 602.9656, 0.0104731, -0.0431437, 18.84, 1561, 17, 378, 1
73718.50, -72.899802, 269.033157, 614.1877, 0.0010359, -0.0337033, 19.01, 484, 0, 37, 2
73718.50, -72.897786, 269.025314, 620.5600, -0.0086693, -0.0217719, 23.15, 1271, 0, -304, 3
73718.50, -72.899582, 269.032301, 615.3388, 0.0001995, -0.0323926, 3.25, 108, 1, 0, 0
73718.75, -72.901603, 269.041642, 602.3132, 0.0100589, -0.0432779, 19.22, 1597, 0, 378, 1
73718.75, -72.899582, 269.033794, 613.5126, 0.0012760, -0.0334038, 18.45, 505, 0, 37, 2
73718.75, -72.897561, 269.025947, 619.8669, -0.0100109, -0.0227234, 23.51, 1277, 0, -304, 3
73718.75, -72.899364, 269.032949, 614.6410, 0.0000000, -0.0327187, 2.29, 128, 2, 0, 0
73719.00, -72.901387, 269.042289, 601.6366, 0.0095408, -0.0433446, 18.74, 1606, 11, 378, 1
73719.00, -72.899362, 269.034436, 612.7847, -0.0009796, -0.0354183, 18.48, 501, 0, 36, 2
73719.00, -72.897338, 269.026583, 619.1293, -0.0108019, -0.0231526, 23.49, 1317, 0, -305, 3
73719.00, -72.899146, 269.033598, 613.9066, -0.0015626, -0.0343736, 3.53, 116, 0, 0, 0
73719.25, -72.901170, 269.042942, 600.8814, 0.0074499, -0.0445556, 19.86, 1637, 0, 378, 1
73719.25, -72.899144, 269.035080, 612.0055, -0.0011948, -0.0357680, 18.23, 471, 0, 36, 2
73719.25, -72.897117, 269.027218, 618.3497, -0.0110092, -0.0233369, 22.32, 1361, 0, -306, 3
73719.25, -72.898929, 269.034247, 613.1242, -0.0020392, -0.0351438, 5.03, 106, 0, 0, 0
73719.50, -72.900954, 269.043600, 600.0828, 0.0061431, -0.0453760, 20.38, 1617, 2, 378, 1
73719.50, -72.898925, 269.035729, 611.1967, -0.0020034, -0.0365118, 18.58, 476, 0, 36, 2
73719.50, -72.896896, 269.027858, 617.5581, -0.0121327, -0.0241137, 22.22, 1351, 0, -306, 3
73719.50, -72.898711, 269.034897, 612.3086, -0.0031857, -0.0358915, 4.91, 107, 0, 0, 0
73719.75, -72.900740, 269.044257, 599.2554, 0.0051818, -0.0461154, 19.66, 1542, 8, 379, 1
73719.75, -72.898708, 269.036379, 610.3565, -0.0024357, -0.0367061, 19.45, 491, 0, 36, 2
73719.75, -72.896676, 269.028501, 616.7169, -0.0129740, -0.0247262, 22.76, 1322, 0, -306, 3
73719.75, -72.898493, 269.035546, 611.4784, -0.0035074, -0.0352422, 4.23, 97, 0, 0, 0
73720.00, -72.900527, 269.044918, 598.3845, 0.0045508, -0.0466200, 20.43, 1489, 8, 380, 1
73720.00, -72.898491, 269.037033, 609.4801, -0.0039550, -0.0376568, 19.75, 505, 0, 36, 2
73720.00, -72.896455, 269.029147, 615.8191, -0.0135697, -0.0254402, 21.74, 1303, 16, -307, 3
73720.00, -72.898275, 269.036196, 610.5943, -0.0060353, -0.0368698, 4.80, 112, 0, 0, 0
73720.25, -72.900312, 269.045582, 597.5107, 0.0046571, -0.0464941, 19.94, 1449, 8, 380, 1
73720.25, -72.898274, 269.037687, 608.5391, -0.0061955, -0.0390667, 18.44, 517, 0, 37, 2
73720.25, -72.896236, 269.029791, 614.9065, -0.0141855, -0.0263377, 23.36, 1312, 0, -307, 3
73720.25, -72.898057, 269.036846, 609.6230, -0.0075690, -0.0380588, 4.21, 118, 0, 0, 0
73720.50, -72.900098, 269.046243, 596.6312, 0.0049786, -0.0458711, 20.95, 1465, 0, 381, 1
73720.50, -72.898056, 269.038338, 607.5562, -0.0069898, -0.0392336, 17.73, 517, 2, 37, 2
73720.50, -72.896015, 269.030434, 613.9745, -0.0137653, -0.0262463, 23.49, 1290, 9, -307, 3
73720.50, -72.897839, 269.037497, 608.6242, -0.0077643, -0.0379112, 4.33, 121, 0, 0, 0
73720.75, -72.899881, 269.046897, 595.7801, 0.0053535, -0.0450163, 21.43, 1465, 0, 381, 1
73720.75, -72.897837, 269.038984, 606.5197, -0.0090896, -0.0404455, 17.74, 510, 0, 36, 2
73720.75, -72.895793, 269.031071, 613.0233, -0.0136889, -0.0265859, 23.58, 1256, 14, -308, 3
73720.75, -72.897621, 269.038148, 607.5598, -0.0106631, -0.0397967, 4.38, 121, 0, 0, 0
73721.00, -72.899662, 269.047554, 594.9402, 0.0058844, -0.0436062, 20.77, 1484, 0, 381, 1
73721.00, -72.897617, 269.039628, 605.4320, -0.0098021, -0.0404562, 15.74, 520, 0, 36, 2
73721.00, -72.895571, 269.031702, 612.0707, -0.0140160, -0.0272848, 25.17, 1251, 23, -309, 3
73721.00, -72.897403, 269.038799, 606.4283, -0.0118962, -0.0402992, 3.40, 123, 0, 0, 0
73721.25, -72.899447, 269.048206, 594.0735, 0.0053310, -0.0425358, 19.92, 1545, 0, 381, 1
73721.25, -72.897398, 269.040276, 604.2874, -0.0120732, -0.0422182, 12.82, 520, 1, 36, 2
73721.25, -72.895348, 269.032346, 610.9999, -0.0134824, -0.0282047, 27.41, 1246, 3, -309, 3
73721.25, -72.897185, 269.039451, 605.2442, -0.0137676, -0.0417341, 2.87, 123, 0, 0, 0
73721.50, -72.899229, 269.048868, 593.1912, 0.0038074, -0.0423889, 19.04, 1591, 6, 381, 1
73721.50, -72.897179, 269.040925, 603.0889, -0.0123266, -0.0427181, 10.43, 512, 0, 36, 2
73721.50, -72.895128, 269.032982, 610.0100, -0.0127032, -0.0284289, 28.24, 1253, 0, -310, 3
73721.50, -72.896966, 269.040103, 604.0284, -0.0129368, -0.0419126, 3.24, 121, 0, 0, 0
73721.75, -72.899014, 269.049522, 592.2633, 0.0016500, -0.0427644, 19.65, 1606, 18, 382, 1
73721.75, -72.896960, 269.041574, 601.8898, -0.0116856, -0.0428570, 8.99, 506, 0, 36, 2
73721.75, -72.894905, 269.033627, 609.0604, -0.0120768, -0.0282497, 29.49, 1253, 0, -310, 3
73721.75, -72.896748, 269.040755, 602.8265, -0.0121239, -0.0423911, 3.14, 129, 0, 0, 0
73722.00, -72.898799, 269.050179, 591.2220, -0.0013085, -0.0433509, 20.92, 1604, 11, 382, 1
73722.00, -72.896741, 269.042224, 600.7029, -0.0103822, -0.0431448, 8.69, 482, 5, 36, 2
73722.00, -72.894683, 269.034268, 608.1378, -0.0116744, -0.0279809, 30.09, 1301, 0, -311, 3
73722.00, -72.896530, 269.041408, 601.6582, -0.0099382, -0.0419584, 3.86, 115, 0, 0, 0
73722.25, -72.898581, 269.050827, 590.1278, -0.0039968, -0.0437910, 21.57, 1608, 8, 382, 1
73722.25, -72.896519, 269.042864, 599.5666, -0.0080590, -0.0427915, 10.08, 479, 0, 35, 2
73722.25, -72.894458, 269.034902, 607.2336, -0.0117564, -0.0279232, 28.95, 1333, 0, -312, 3
73722.25, -72.896311, 269.042061, 600.5646, -0.0068453, -0.0410767, 4.62, 96, 0, 0, 0
73722.50, -72.898364, 269.051476, 588.9890, -0.0061855, -0.0440822, 20.73, 1563, 0, 382, 1
73722.50, -72.896299, 269.043510, 598.4888, -0.0060464, -0.0430138, 11.55, 498, 1, 35, 2
73722.50, -72.894234, 269.035543, 606.3461, -0.0117723, -0.0276475, 27.92, 1354, 0, -313, 3
73722.50, -72.896093, 269.042715, 599.5336, -0.0043176, -0.0411574, 4.06, 109, 2, 0, 0
73722.75, -72.898145, 269.052126, 587.8331, -0.0077113, -0.0442233, 18.94, 1492, 0, 382, 1
73722.75, -72.896077, 269.044149, 597.4695, -0.0037170, -0.0428158, 11.20, 496, 1, 34, 2
73722.75, -72.894009, 269.036173, 605.4889, -0.0132411, -0.0281955, 25.43, 1325, 13, -314, 3
73722.75, -72.895875, 269.043369, 598.5680, -0.0017969, -0.0412469, 3.76, 109, 0, 0, 0
73723.00, -72.897924, 269.052775, 586.6630, -0.0085192, -0.0439560, 17.78, 1457, 0, 382, 1
73723.00, -72.895853, 269.044783, 596.5279, -0.0018669, -0.0428559, 10.95, 481, 6, 33, 2
73723.00, -72.893782, 269.036792, 604.6270, -0.0140288, -0.0280439, 23.03, 1278, 24, -315, 3
73723.00, -72.895656, 269.044023, 597.6539, 0.0002697, -0.0415211, 2.63, 95, 1, 0, 0
73723.25, -72.897704, 269.053416, 585.4977, -0.0094871, -0.0441294, 16.79, 1454, 0, 381, 1
73723.25, -72.895628, 269.045413, 595.6047, -0.0012380, -0.0433263, 12.99, 492, 3, 32, 2
73723.25, -72.893553, 269.037410, 603.6860, -0.0150189, -0.0286195, 21.42, 1249, 21, -317, 3
73723.25, -72.895438, 269.044678, 596.7606, 0.0000000, -0.0427905, 3.93, 107, 0, 0, 0
73723.50, -72.897483, 269.054060, 584.3282, -0.0100656, -0.0443243, 16.17, 1394, 10, 381, 1
73723.50, -72.895404, 269.046044, 594.6572, -0.0020985, -0.0448664, 15.20, 502, 3, 31, 2
73723.50, -72.893325, 269.038028, 602.6699, -0.0157442, -0.0294342, 21.05, 1256, 14, -319, 3
73723.50, -72.895220, 269.045333, 595.8229, -0.0006872, -0.0440647, 4.77, 118, 0, 0, 0
73723.75, -72.897261, 269.054691, 583.1822, -0.0109095, -0.0452128, 15.32, 1342, 22, 380, 1
73723.75, -72.895178, 269.046670, 593.6727, -0.0024581, -0.0456439, 16.84, 522, 2, 30, 2
73723.75, -72.893095, 269.038650, 601.6265, -0.0163021, -0.0300608, 19.93, 1243, 12, -320, 3
73723.75, -72.895001, 269.045989, 594.8385, -0.0017117, -0.0450202, 4.38, 115, 0, 0, 0
73724.00, -72.897041, 269.055325, 582.0170, -0.0106004, -0.0452381, 16.04, 1399, 10, 379, 1
73724.00, -72.894954, 269.047306, 592.6343, -0.0035203, -0.0469532, 18.55, 520, 1, 29, 2
73724.00, -72.892868, 269.039287, 600.5900, -0.0164125, -0.0300484, 18.72, 1244, 16, -321, 3
73724.00, -72.894782, 269.046644, 593.8013, -0.0029997, -0.0459263, 3.75, 116, 0, 0, 0
73724.25, -72.896820, 269.055976, 580.8194, -0.0103867, -0.0451218, 16.82, 1523, 6, 379, 1
73724.25, -72.894732, 269.047948, 591.5407, -0.0039827, -0.0477230, 21.20, 505, 0, 28, 2
73724.25, -72.892644, 269.039919, 599.4898, -0.0173492, -0.0313124, 19.42, 1266, 8, -322, 3
73724.25, -72.894564, 269.047301, 592.7226, -0.0031992, -0.0468377, 4.96, 114, 0, 0, 0
73724.50, -72.896604, 269.056638, 579.6190, -0.0108575, -0.0458652, 17.41, 1593, 7, 379, 1
73724.50, -72.894512, 269.048599, 590.4094, -0.0046552, -0.0486202, 22.14, 487, 0, 28, 2
73724.50, -72.892421, 269.040560, 598.3485, -0.0173807, -0.0318068, 19.33, 1314, 0, -323, 3
73724.50, -72.894345, 269.047958, 591.6058, -0.0043314, -0.0484503, 4.39, 107, 0, 0, 0
73724.75, -72.896392, 269.057312, 578.3982, -0.0110189, -0.0466188, 17.79, 1597, 6, 380, 1
73724.75, -72.894296, 269.049263, 589.2241, -0.0053075, -0.0496117, 22.20, 488, 0, 28, 2
73724.75, -72.892200, 269.041214, 597.1923, -0.0171607, -0.0321230, 17.23, 1324, 3, -323, 3
73724.75, -72.894127, 269.048615, 590.4480, -0.0044432, -0.0493237, 2.89, 105, 1, 0, 0
73725.00, -72.896179, 269.057996, 577.1503, -0.0112276, -0.0476076, 18.47, 1613, 0, 381, 1
73725.00, -72.894081, 269.049935, 587.9935, -0.0057345, -0.0502814, 21.84, 473, 1, 29, 2
73725.00, -72.891982, 269.041874, 596.0216, -0.0173111, -0.0328066, 15.51, 1313, 3, -323, 3
73725.00, -72.893908, 269.049273, 589.2304, -0.0059650, -0.0512350, 3.78, 107, 2, 0, 0
73725.25, -72.895966, 269.058678, 575.8829, -0.0107214, -0.0477208, 19.51, 1597, 0, 382, 1
73725.25, -72.893866, 269.050606, 586.7194, -0.0072547, -0.0517680, 20.68, 487, 3, 29, 2
73725.25, -72.891765, 269.042533, 594.8214, -0.0177752, -0.0338838, 14.73, 1329, 0, -323, 3
73725.25, -72.893690, 269.049931, 587.9628, -0.0061768, -0.0518847, 4.48, 113, 0, 0, 0
73725.50, -72.895754, 269.059356, 574.5999, -0.0106378, -0.0478800, 21.34, 1564, 0, 383, 1
73725.50, -72.893650, 269.051274, 585.3841, -0.0084736, -0.0527675, 21.00, 534, 0, 30, 2
73725.50, -72.891546, 269.043192, 593.5853, -0.0181134, -0.0349343, 13.92, 1325, 0, -323, 3
73725.50, -72.893472, 269.050589, 586.6516, -0.0082253, -0.0536986, 4.20, 115, 0, 0, 0
73725.75, -72.895541, 269.060024, 573.2741, -0.0112664, -0.0479561, 23.86, 1558, 0, 384, 1
73725.75, -72.893433, 269.051937, 584.0146, -0.0096067, -0.0539864, 20.51, 533, 3, 30, 2
73725.75, -72.891324, 269.043849, 592.3137, -0.0179786, -0.0357177, 13.35, 1305, 3, -323, 3
73725.75, -72.893253, 269.051247, 585.2825, -0.0085867, -0.0540587, 4.67, 118, 0, 0, 0
73726.00, -72.895326, 269.060696, 571.8906, -0.0117987, -0.0469434, 26.35, 1549, 0, 384, 1
73726.00, -72.893215, 269.052599, 582.5733, -0.0113776, -0.0562982, 20.22, 518, 3, 30, 2
73726.00, -72.891104, 269.044503, 591.0498, -0.0169810, -0.0358397, 13.21, 1304, 1, -324, 3
73726.00, -72.893034, 269.051906, 583.8683, -0.0101387, -0.0555701, 4.53, 109, 0, 0, 0
73726.25, -72.895113, 269.061373, 570.4476, -0.0127641, -0.0452405, 29.42, 1508, 0, 385, 1
73726.25, -72.892998, 269.053266, 581.0723, -0.0120617, -0.0581562, 20.07, 497, 8, 31, 2
73726.25, -72.890883, 269.045159, 589.8068, -0.0157088, -0.0357678, 12.96, 1283, 2, -324, 3
73726.25, -72.892815, 269.052565, 582.4037, -0.0106829, -0.0571337, 4.93, 105, 0, 0, 0
73726.50, -72.894900, 269.062046, 568.9913, -0.0136443, -0.0426223, 31.55, 1458, 0, 386, 1
73726.50, -72.892782, 269.053931, 579.5207, -0.0115280, -0.0591057, 24.25, 530, 2, 31, 2
73726.50, -72.890663, 269.045817, 588.6022, -0.0138799, -0.0352896, 13.32, 1256, 2, -324, 3
73726.50, -72.892597, 269.053224, 580.9306, -0.0093091, -0.0576370, 5.08, 115, 0, 0, 0
73726.75, -72.894687, 269.062727, 567.5124, -0.0148714, -0.0394468, 32.01, 1397, 3, 387, 1
73726.75, -72.892565, 269.054601, 577.9920, -0.0096486, -0.0595487, 25.44, 546, 6, 31, 2
73726.75, -72.890444, 269.046476, 587.4662, -0.0117496, -0.0344780, 13.03, 1263, 6, -324, 3
73726.75, -72.892378, 269.053884, 579.4691, -0.0078353, -0.0578926, 5.91, 121, 0, 0, 0
73727.00, -72.894481, 269.063433, 566.0218, -0.0166326, -0.0362310, 30.57, 1405, 6, 389, 1
73727.00, -72.892354, 269.055289, 576.4970, -0.0056574, -0.0579718, 29.30, 528, 1, 33, 2
73727.00, -72.890227, 269.047145, 586.3774, -0.0095670, -0.0337375, 12.28, 1289, 3, -324, 3
73727.00, -72.892159, 269.054544, 578.1173, -0.0027468, -0.0553158, 7.08, 116, 0, 0, 0
73727.25, -72.894273, 269.064127, 564.6020, -0.0167736, -0.0322358, 28.17, 1513, 9, 390, 1
73727.25, -72.892141, 269.055972, 575.1684, 0.0007496, -0.0541627, 33.22, 505, 0, 34, 2
73727.25, -72.890010, 269.047817, 585.3617, -0.0080411, -0.0333778, 11.53, 1293, 4, -323, 3
73727.25, -72.891941, 269.055204, 576.9296, 0.0026174, -0.0531311, 8.91, 119, 0, 0, 0
73727.50, -72.894063, 269.064823, 563.3333, -0.0171057, -0.0297190, 25.56, 1575, 23, 392, 1
73727.50, -72.891929, 269.056658, 574.0995, 0.0067435, -0.0499851, 36.55, 523, 0, 35, 2
73727.50, -72.889795, 269.048493, 584.3997, -0.0074170, -0.0333988, 11.50, 1273, 1, -323, 3
73727.50, -72.891722, 269.055865, 575.9671, 0.0082567, -0.0479861, 6.81, 122, 1, 0, 0
73727.75, -72.893853, 269.065516, 562.1498, -0.0178762, -0.0284648, 21.49, 1551, 51, 393, 1
73727.75, -72.891717, 269.057346, 573.2379, 0.0115260, -0.0457386, 42.04, 538, 0, 36, 2
73727.75, -72.889582, 269.049175, 583.4430, -0.0071184, -0.0336133, 10.94, 1270, 8, -322, 3
73727.75, -72.891503, 269.056526, 575.2164, 0.0112041, -0.0428069, 7.13, 119, 0, 0, 0
73728.00, -72.893646, 269.066214, 561.1066, -0.0175064, -0.0279275, 20.87, 1541, 73, 395, 1
73728.00, -72.891507, 269.058036, 572.5165, 0.0132681, -0.0427829, 49.20, 504, 0, 37, 2
73728.00, -72.889367, 269.049858, 582.4738, -0.0074576, -0.0344190, 11.04, 1322, 13, -321, 3
73728.00, -72.891284, 269.057187, 574.6204, 0.0113086, -0.0392545, 7.42, 101, 1, 0, 0
73728.25, -72.893437, 269.066909, 560.1781, -0.0183909, -0.0303646, 22.72, 1544, 80, 397, 1
73728.25, -72.891294, 269.058723, 571.9451, 0.0154007, -0.0384241, 57.66, 488, 0, 38, 2
73728.25, -72.889152, 269.050537, 581.4724, -0.0078690, -0.0353892, 11.61, 1317, 13, -320, 3
73728.25, -72.891065, 269.057849, 574.0872, 0.0110149, -0.0354455, 8.00, 88, 0, 0, 0
73728.50, -72.893230, 269.067602, 559.2574, -0.0189636, -0.0336174, 24.41, 1544, 89, 398, 1
73728.50, -72.891082, 269.059410, 571.4699, 0.0151160, -0.0362579, 61.69, 493, 0, 39, 2
73728.50, -72.888934, 269.051218, 580.4392, -0.0083490, -0.0364734, 13.87, 1325, 1, -320, 3
73728.50, -72.890846, 269.058510, 573.5655, 0.0077525, -0.0336772, 9.12, 99, 0, 0, 0
73728.75, -72.893021, 269.068308, 558.2944, -0.0193426, -0.0374797, 25.21, 1483, 89, 400, 1
73728.75, -72.890871, 269.060100, 570.9472, 0.0129644, -0.0351625, 69.00, 500, 0, 41, 2
73728.75, -72.888720, 269.051892, 579.3847, -0.0082968, -0.0371774, 16.19, 1330, 5, -319, 3
73728.75, -72.890628, 269.059173, 573.0087, 0.0029832, -0.0328960, 6.82, 98, 3, 0, 0
73729.00, -72.892811, 269.069002, 557.2541, -0.0205861, -0.0426223, 26.43, 1395, 87, 402, 1
73729.00, -72.890658, 269.060787, 570.3967, 0.0093276, -0.0348945, 75.90, 520, 0, 42, 2
73729.00, -72.888505, 269.052572, 578.2358, -0.0080095, -0.0383367, 14.86, 1281, 38, -318, 3
73729.00, -72.890409, 269.059835, 572.3894, 0.0020089, -0.0301513, 9.04, 104, 0, 0, 0
73729.25, -72.892602, 269.069698, 556.2491, -0.0193826, -0.0472776, 29.86, 1321, 73, 403, 1
73729.25, -72.890446, 269.061476, 569.6000, 0.0000000, -0.0414653, 78.85, 349, 0, 43, 2
73729.25, -72.888290, 269.053255, 577.1170, -0.0069712, -0.0383898, 14.44, 1248, 47, -317, 3
73729.25, -72.890190, 269.060498, 571.7563, -0.0013551, -0.0297548, 7.51, 60, 0, 0, 0
73729.50, -72.892390, 269.070389, 554.9777, -0.0198437, -0.0510776, 25.41, 1278, 65, 404, 1
73729.50, -72.890232, 269.062159, 569.0110, 0.0135557, -0.0277809, 75.58, 125, 0, 44, 2
73729.50, -72.888074, 269.053929, 576.0058, -0.0059211, -0.0386322, 13.21, 1173, 36, -317, 3
73729.75, -72.892180, 269.071079, 553.5295, -0.0195014, -0.0527976, 20.40, 1203, 33, 406, 1
73729.75, -72.890018, 269.062839, 568.6593, -0.0136939, -0.0475127, 78.35, 260, 1, 44, 2
73729.75, -72.887856, 269.054599, 574.9809, -0.0049377, -0.0382422, 11.76, 1090, 33, -317, 3
73729.75, -72.889752, 269.061824, 570.1553, -0.0095421, -0.0295000, 6.68, 70, 0, 0, 0
73730.00, -72.891966, 269.071772, 552.0233, -0.0171143, -0.0516240, 19.47, 1163, 66, 407, 1
73730.00, -72.889803, 269.063517, 567.4449, -0.0060957, -0.0408865, 86.34, 489, 0, 45, 2
73730.00, -72.887639, 269.055263, 574.1843, -0.0048025, -0.0366543, 13.87, 1049, 29, -317, 3
73730.00, -72.889533, 269.062488, 569.2690, -0.0109903, -0.0300661, 6.13, 115, 0, 0, 0
73730.25, -72.891754, 269.072453, 550.9755, -0.0129243, -0.0520797, 28.35, 1260, 103, 408, 1
73730.25, -72.889586, 269.064192, 566.5054, -0.0025529, -0.0369276, 87.16, 523, 0, 46, 2
73730.25, -72.887419, 269.055930, 573.3675, -0.0059184, -0.0363444, 14.60, 1071, 17, -317, 3
73730.25, -72.889314, 269.063152, 568.3317, -0.0125194, -0.0302522, 5.24, 121, 2, 0, 0
73730.50, -72.891537, 269.073129, 549.7057, -0.0132991, -0.0539861, 40.86, 1357, 81, 408, 1
73730.50, -72.889367, 269.064857, 565.5191, -0.0069636, -0.0410845, 86.39, 506, 0, 46, 2
73730.50, -72.887197, 269.056584, 572.5111, -0.0059894, -0.0355535, 14.31, 1158, 7, -317, 3
73730.50, -72.889094, 269.063817, 567.3229, -0.0141166, -0.0321617, 6.31, 120, 0, 0, 0
73730.75, -72.891320, 269.073797, 548.1652, -0.0150395, -0.0543331, 48.88, 1389, 88, 408, 1
73730.75, -72.889147, 269.065517, 564.4356, -0.0062045, -0.0410453, 83.83, 496, 0, 45, 2
73730.75, -72.886974, 269.057236, 571.6499, -0.0067636, -0.0353652, 14.44, 1204, 0, -318, 3
73730.75, -72.888875, 269.064481, 566.2413, -0.0148909, -0.0339386, 5.75, 112, 0, 0, 0
73731.00, -72.891104, 269.074478, 546.3296, -0.0179039, -0.0533696, 45.38, 1370, 110, 409, 1
73731.00, -72.888929, 269.066185, 563.2861, -0.0102695, -0.0451139, 77.31, 475, 0, 46, 2
73731.00, -72.886753, 269.057893, 570.7548, -0.0081486, -0.0356339, 13.53, 1204, 17, -318, 3
73731.00, -72.888656, 269.065146, 565.0673, -0.0167731, -0.0374285, 5.83, 109, 0, 0, 0
73731.25, -72.890890, 269.075154, 544.7037, -0.0207451, -0.0553872, 53.96, 1350, 103, 410, 1
73731.25, -72.888710, 269.066854, 562.0394, -0.0113930, -0.0466668, 67.82, 467, 3, 46, 2
73731.25, -72.886530, 269.058553, 569.7921, -0.0096247, -0.0361566, 14.48, 1211, 5, -318, 3
73731.25, -72.888437, 269.065811, 563.7639, -0.0192325, -0.0414732, 5.49, 117, 0, 0, 0
73731.50, -72.890678, 269.075844, 543.3062, -0.0230613, -0.0606636, 76.90, 1347, 72, 411, 1
73731.50, -72.888494, 269.067532, 560.6023, -0.0153902, -0.0519724, 69.33, 481, 0, 46, 2
